depth,gr,vp_hole,vp_no_hole,vp_gardner,vp_rebuilt
2161.3855,56.408,2748.902511841483,2748.902511841483,NULL,2748.902511841483
2161.5381,54.8634,2727.913842920111,2727.913842920111,NULL,2727.913842920111
2161.6904,56.9496,2708.9592048295344,2708.9592048295344,NULL,2708.9592048295344
2161.8428,55.3731,2746.083718983935,2746.083718983935,NULL,2746.083718983935
2161.9951,53.1181,2766.3942819708245,2766.3942819708245,NULL,2766.3942819708245
2162.1477,55.17100000000001,2763.41779080776,2763.41779080776,NULL,2763.41779080776
2162.3,55.1103,2752.417053899196,2752.417053899196,NULL,2752.417053899196
2162.4524,58.94,2736.266120720847,2736.266120720847,NULL,2736.266120720847
2162.6047,55.4306,2745.485551983175,2745.485551983175,NULL,2745.485551983175
2162.7571,57.1276,2717.1175909405633,2717.1175909405633,NULL,2717.1175909405633
2162.9097,54.8547,2721.602820558364,2721.602820558364,NULL,2721.602820558364
2163.062,54.0613,2713.7459277187604,2713.7459277187604,NULL,2713.7459277187604
2163.2144,51.8862,2685.5547614688953,2685.5547614688953,NULL,2685.5547614688953
2163.3667,52.2528,2676.846392779375,2676.846392779375,NULL,2676.846392779375
2163.5193,52.9645,2640.724857173046,2640.724857173046,NULL,2640.724857173046
2163.6716,54.9188,2600.3992894363796,2600.3992894363796,NULL,2600.3992894363796
2163.824,56.9489,2592.4841060988792,2592.4841060988792,NULL,2592.4841060988792
2163.9763,61.3099,2562.8365397477246,2562.8365397477246,NULL,2562.8365397477246
2164.1289,61.2574,2439.851023749975,2439.851023749975,NULL,2439.851023749975
2164.2812,61.69300000000001,2356.4973859186603,2356.4973859186603,NULL,2356.4973859186603
2164.4336,60.8646,2350.6722797801067,2350.6722797801067,NULL,2350.6722797801067
2164.5859,63.4378,2322.936567458542,2322.936567458542,NULL,2322.936567458542
2164.7383,68.4771,2312.0281671298003,2312.0281671298003,NULL,2312.0281671298003
2164.8909,79.5856,2227.906312694484,2227.906312694484,NULL,2227.906312694484
2165.0432,90.2669,2216.6559384996576,2216.6559384996576,NULL,2216.6559384996576
2165.1956,95.6196,2213.8917095429765,2213.8917095429765,NULL,2213.8917095429765
2165.3479,88.4739,2222.4425395893454,2222.4425395893454,NULL,2222.4425395893454
2165.5005,83.5905,2290.1393997447026,2290.1393997447026,NULL,2290.1393997447026
2165.6528,82.1485,2297.4510503387883,2297.4510503387883,NULL,2297.4510503387883
2165.8052,85.0989,2260.516596919442,2260.516596919442,NULL,2260.516596919442
2165.9575,87.5733,2240.986051151786,2240.986051151786,NULL,2240.986051151786
2166.1101,88.0529,2223.671125615163,2223.671125615163,NULL,2223.671125615163
2166.2625,91.8191,2235.3825389035646,2235.3825389035646,NULL,2235.3825389035646
2166.4148,88.1691,2311.3348717631384,2311.3348717631384,NULL,2311.3348717631384
2166.5671,84.7658,2358.653555077204,2358.653555077204,NULL,2358.653555077204
2166.7195,76.5797,2449.2294152812774,2449.2294152812774,NULL,2449.2294152812774
2166.8721,72.296,2513.5878910482093,2513.5878910482093,NULL,2513.5878910482093
2167.0244,64.0568,2633.3513634819865,2633.3513634819865,NULL,2633.3513634819865
2167.1768,62.3602,2739.8012899167893,2739.8012899167893,NULL,2739.8012899167893
2167.3291,61.7136,2770.3602051754883,2770.3602051754883,NULL,2770.3602051754883
2167.4817,64.6872,2768.0339259781663,2768.0339259781663,NULL,2768.0339259781663
2167.634,64.3358,2855.9207229571575,2855.9207229571575,NULL,2855.9207229571575
2167.7864,63.7912,3005.8351057352697,3005.8351057352697,NULL,3005.8351057352697
2167.9387,64.5537,3397.6662353985344,3397.6662353985344,NULL,3397.6662353985344
2168.0913,64.1116,2888.0154580254416,2888.0154580254416,NULL,2888.0154580254416
2168.2437,63.328,2930.1806577968105,2930.1806577968105,NULL,2930.1806577968105
2168.396,62.1418,2939.2962806218943,2939.2962806218943,NULL,2939.2962806218943
2168.5483,61.77,2955.323915633955,2955.323915633955,NULL,2955.323915633955
2168.7007,63.1566,2974.6227897693075,2974.6227897693075,NULL,2974.6227897693075
2168.8533,63.3647,2940.8732646012536,2940.8732646012536,NULL,2940.8732646012536
2169.0056,62.9153,2912.0433841581726,2912.0433841581726,NULL,2912.0433841581726
2169.158,62.9637,2956.5411693719725,2956.5411693719725,NULL,2956.5411693719725
2169.3103,62.9447,2978.650256329389,2978.650256329389,NULL,2978.650256329389
2169.4629,64.9777,2933.194938549601,2933.194938549601,NULL,2933.194938549601
2169.6152,63.4439,2943.0785771781425,2943.0785771781425,NULL,2943.0785771781425
2169.7676,63.6239,2928.4583433675502,2928.4583433675502,NULL,2928.4583433675502
2169.9199,62.6098,2967.5530514284847,2967.5530514284847,NULL,2967.5530514284847
2170.0725,62.1296,3018.7355620889366,3018.7355620889366,NULL,3018.7355620889366
2170.2249,62.992,2973.6949577774694,2973.6949577774694,NULL,2973.6949577774694
2170.3772,63.8347,2976.947544118148,2976.947544118148,NULL,2976.947544118148
2170.5295,65.507,2958.5063946765936,2958.5063946765936,NULL,2958.5063946765936
2170.6819,66.3031,2941.1201041587833,2941.1201041587833,NULL,2941.1201041587833
2170.8345,64.2555,2945.846244598085,2945.846244598085,NULL,2945.846244598085
2170.9868,64.8984,2965.608928583267,2965.608928583267,NULL,2965.608928583267
2171.1392,64.23899999999999,2970.3956186602395,2970.3956186602395,NULL,2970.3956186602395
2171.2915,63.555,2982.344631971387,2982.344631971387,NULL,2982.344631971387
2171.4441,63.477,2988.249705693295,2988.249705693295,NULL,2988.249705693295
2171.5964,62.2577,3004.323640727786,3004.323640727786,NULL,3004.323640727786
2171.7488,63.6021,3011.2232913080034,3011.2232913080034,NULL,3011.2232913080034
2171.9011,62.5136,3011.6514001190258,3011.6514001190258,NULL,3011.6514001190258
2172.0537,63.2802,3013.951254981966,3013.951254981966,NULL,3013.951254981966
2172.2061,64.7056,3010.9187823919588,3010.9187823919588,NULL,3010.9187823919588
2172.3584,63.2805,3026.6063686032994,3026.6063686032994,NULL,3026.6063686032994
2172.5107,62.7467,3011.9770310977465,3011.9770310977465,NULL,3011.9770310977465
2172.6631,63.188,3018.224344375158,3018.224344375158,NULL,3018.224344375158
2172.8157,66.4631,2990.304123479315,2990.304123479315,NULL,2990.304123479315
2172.968,66.9116,2969.446514877755,2969.446514877755,NULL,2969.446514877755
2173.1204,65.5182,2943.6689831885997,2943.6689831885997,NULL,2943.6689831885997
2173.2727,66.3918,2913.6140497219026,2913.6140497219026,NULL,2913.6140497219026
2173.4253,67.9588,2880.0716209411216,2880.0716209411216,NULL,2880.0716209411216
2173.5776,69.0951,2856.091111172731,2856.091111172731,NULL,2856.091111172731
2173.73,67.109,2823.760458216957,2823.760458216957,NULL,2823.760458216957
2173.8823,65.6329,2914.720714369003,2914.720714369003,NULL,2914.720714369003
2174.0349,66.0627,2949.8718503475366,2949.8718503475366,NULL,2949.8718503475366
2174.1873,70.3503,2963.1301507341846,2963.1301507341846,NULL,2963.1301507341846
2174.3396,78.5573,2933.008764576297,2933.008764576297,NULL,2933.008764576297
2174.4919,82.8997,2974.3356518872597,2974.3356518872597,NULL,2974.3356518872597
2174.6443,79.4636,2978.133582605409,2978.133582605409,NULL,2978.133582605409
2174.7969,74.0546,2989.535300386583,2989.535300386583,NULL,2989.535300386583
2174.9492,68.8264,2999.3944198667095,2999.3944198667095,NULL,2999.3944198667095
2175.1016,72.7529,2992.122029336247,2992.122029336247,NULL,2992.122029336247
2175.2539,69.2092,3012.366612205459,3012.366612205459,NULL,3012.366612205459
2175.4065,70.0103,3022.5451288472864,3022.5451288472864,NULL,3022.5451288472864
2175.5588,66.0531,3038.1583455272057,3038.1583455272057,NULL,3038.1583455272057
2175.7112,68.3874,3030.7068333711163,3030.7068333711163,NULL,3030.7068333711163
2175.8635,66.3276,3033.395234677457,3033.395234677457,NULL,3033.395234677457
2176.0161,66.7133,3036.378752564065,3036.378752564065,NULL,3036.378752564065
2176.1685,65.2215,3042.3702608138074,3042.3702608138074,NULL,3042.3702608138074
2176.3208,67.736,3023.332027877487,3023.332027877487,NULL,3023.332027877487
2176.4731,65.3053,3029.4415031720227,3029.4415031720227,NULL,3029.4415031720227
2176.6255,65.1174,3031.562088703917,3031.562088703917,NULL,3031.562088703917
2176.7781,63.7379,3038.1678414446806,3038.1678414446806,NULL,3038.1678414446806
2176.9304,65.6683,3012.1030357635964,3012.1030357635964,NULL,3012.1030357635964
2177.0828,63.3258,3024.7207033035697,3024.7207033035697,NULL,3024.7207033035697
2177.2351,63.3783,3013.521155557617,3013.521155557617,NULL,3013.521155557617
2177.3877,64.8638,3006.005971515612,3006.005971515612,NULL,3006.005971515612
2177.54,68.6036,2989.1511475403463,2989.1511475403463,NULL,2989.1511475403463
2177.6924,69.1994,2989.6500583308293,2989.6500583308293,NULL,2989.6500583308293
2177.8447,67.1835,3015.9753608836895,3015.9753608836895,NULL,3015.9753608836895
2177.9973,65.5341,3015.470538235267,3015.470538235267,NULL,3015.470538235267
2178.1497,66.0219,2990.7822193082384,2990.7822193082384,NULL,2990.7822193082384
2178.302,66.5783,2987.095771167879,2987.095771167879,NULL,2987.095771167879
2178.4543,67.1891,2970.4115966663585,2970.4115966663585,NULL,2970.4115966663585
2178.6067,68.8007,2948.3925318764136,2948.3925318764136,NULL,2948.3925318764136
2178.7593,68.6194,2954.353682270813,2954.353682270813,NULL,2954.353682270813
2178.9116,68.7686,2973.9745728551993,2973.9745728551993,NULL,2973.9745728551993
2179.064,66.6344,2974.0641417155184,2974.0641417155184,NULL,2974.0641417155184
2179.2163,69.3769,2955.8211306398134,2955.8211306398134,NULL,2955.8211306398134
2179.3689,72.9524,2924.482200187804,2924.482200187804,NULL,2924.482200187804
2179.5212,79.309,2917.302997172755,2917.302997172755,NULL,2917.302997172755
2179.6736,79.9195,2920.856382882567,2920.856382882567,NULL,2920.856382882567
2179.8259,80.3196,2887.915789168617,2887.915789168617,NULL,2887.915789168617
2179.9785,72.7094,2959.414620341056,2959.414620341056,NULL,2959.414620341056
2180.1309,68.6416,2989.117025888264,2989.117025888264,NULL,2989.117025888264
2180.2832,62.7284,3015.249076280192,3015.249076280192,NULL,3015.249076280192
2180.4355,62.7359,3018.444433226495,3018.444433226495,NULL,3018.444433226495
2180.5879,62.0896,3043.681235942647,3043.681235942647,NULL,3043.681235942647
2180.7405,62.0209,3023.4005601076014,3023.4005601076014,NULL,3023.4005601076014
2180.8928,59.3099,3020.796410232101,3020.796410232101,NULL,3020.796410232101
2181.0452,60.9045,3008.524965692832,3008.524965692832,NULL,3008.524965692832
2181.1975,63.501999999999995,2988.2770360839327,2988.2770360839327,NULL,2988.2770360839327
2181.3501,67.4592,2970.8398620729354,2970.8398620729354,NULL,2970.8398620729354
2181.5024,69.3054,2956.748401253976,2956.748401253976,NULL,2956.748401253976
2181.6548,66.6628,2984.139187850104,2984.139187850104,NULL,2984.139187850104
2181.8071,66.8185,2974.1488229162715,2974.1488229162715,NULL,2974.1488229162715
2181.9597,65.1434,3013.396399308151,3013.396399308151,NULL,3013.396399308151
2182.1121,71.6339,2975.987949391932,2975.987949391932,NULL,2975.987949391932
2182.2644,72.7715,2990.328108973232,2990.328108973232,NULL,2990.328108973232
2182.4167,72.7737,2990.848168179066,2990.848168179066,NULL,2990.848168179066
2182.5691,68.286,2982.3830076586482,2982.3830076586482,NULL,2982.3830076586482
2182.7217,65.7914,3006.251870664622,3006.251870664622,NULL,3006.251870664622
2182.874,62.2,3030.7198221016597,3030.7198221016597,NULL,3030.7198221016597
2183.0264,63.3513,3013.627615457508,3013.627615457508,NULL,3013.627615457508
2183.1787,66.8294,2980.7382205445056,2980.7382205445056,NULL,2980.7382205445056
2183.3313,74.7242,2970.1698772574305,2970.1698772574305,NULL,2970.1698772574305
2183.4836,75.0442,2983.5477414792863,2983.5477414792863,NULL,2983.5477414792863
2183.636,69.818,3000.99131299326,3000.99131299326,NULL,3000.99131299326
2183.7883,64.2003,3001.776548507548,3001.776548507548,NULL,3001.776548507548
2183.9409,61.7122,3046.743616922534,3046.743616922534,NULL,3046.743616922534
2184.0933,62.5664,2921.13401129836,2921.13401129836,NULL,2921.13401129836
2184.2456,63.4999,2864.518581819012,2864.518581819012,NULL,2864.518581819012
2184.3979,65.3123,2848.586212726108,2848.586212726108,NULL,2848.586212726108
2184.5503,68.6323,2778.3876008314273,2778.3876008314273,NULL,2778.3876008314273
2184.7029,68.8848,2637.2871532841027,2637.2871532841027,NULL,2637.2871532841027
2184.8552,74.4677,2582.6970388681334,2582.6970388681334,NULL,2582.6970388681334
2185.0076,79.5344,2593.0582945653005,2593.0582945653005,NULL,2593.0582945653005
2185.1599,83.0246,2546.8252516862517,2546.8252516862517,NULL,2546.8252516862517
2185.3125,77.3263,2501.2,2501.2,NULL,2501.2
2185.4648,80.9366,2502.9,2502.9,NULL,2502.9
2185.6172,84.7465,2644.4,2644.4,NULL,2644.4
2185.7695,91.209,2680.1,2680.1,NULL,2680.1
2185.9221,87.5113,2724.125265884264,2724.125265884264,NULL,2724.125265884264
2186.0745,80.781,2810.2502994497195,2810.2502994497195,NULL,2810.2502994497195
2186.2268,71.9886,2837.5134178255253,2837.5134178255253,NULL,2837.5134178255253
2186.3792,63.1792,2889.8195264647893,2889.8195264647893,NULL,2889.8195264647893
2186.5315,63.4641,2900.1409075400597,2900.1409075400597,NULL,2900.1409075400597
2186.6841,66.9263,2880.9761184639215,2880.9761184639215,NULL,2880.9761184639215
2186.8364,73.8985,2827.4,2827.4,NULL,2827.4
2186.9888,80.7643,2812.2,2812.2,NULL,2812.2
2187.1411,86.2562,2769.6,2769.6,NULL,2769.6
2187.2937,86.9117,2735.1,2735.1,NULL,2735.1
2187.446,88.6743,2705.0,2705.0,NULL,2705.0
2187.5984,90.4893,2682.7000000000007,2682.7000000000007,NULL,2682.7000000000007
2187.7507,91.9682,2740.1,2740.1,NULL,2740.1
2187.9033,90.1064,2688.6805923716333,2688.6805923716333,NULL,2688.6805923716333
2188.0557,86.3953,2837.6464516845645,2837.6464516845645,NULL,2837.6464516845645
2188.208,85.219,2872.1,2872.1,NULL,2872.1
2188.3604,80.3024,2867.4,2867.4,NULL,2867.4
2188.5127,77.2125,2878.200000000001,2878.200000000001,NULL,2878.200000000001
2188.6653,70.6721,2839.3,2839.3,NULL,2839.3
2188.8176,69.7622,2787.9,2787.9,NULL,2787.9
2188.97,68.8362,2775.9,2775.9,NULL,2775.9
2189.1223,70.3865,2775.3,2775.3,NULL,2775.3
2189.2749,71.1412,2736.1,2736.1,NULL,2736.1
2189.4272,70.8976,2863.9,2863.9,NULL,2863.9
2189.5796,67.3634,2952.6,2952.6,NULL,2952.6
2189.7319,65.7384,2998.7,2998.7,NULL,2998.7
2189.8845,63.0495,2971.4,2971.4,NULL,2971.4
2190.0369,65.8043,2936.5,2936.5,NULL,2936.5
2190.1892,62.90600000000001,2925.4,2925.4,NULL,2925.4
2190.3416,62.3838,2938.1,2938.1,NULL,2938.1
2190.4939,61.9183,2977.7,2977.7,NULL,2977.7
2190.6465,64.404,3077.8,3077.8,NULL,3077.8
2190.7988,65.9605,2916.9,2916.9,NULL,2916.9
2190.9512,63.4088,2827.9,2827.9,NULL,2827.9
2191.1035,61.782,2708.2000000000007,2708.2000000000007,NULL,2708.2000000000007
2191.2561,63.7809,2705.2000000000007,2705.2000000000007,NULL,2705.2000000000007
2191.4084,69.0557,2773.3,2773.3,NULL,2773.3
2191.5608,76.5267,2797.7,2797.7,NULL,2797.7
2191.7131,81.6428,2915.5,2915.5,NULL,2915.5
2191.8655,83.8618,2993.9,2993.9,NULL,2993.9
2192.0181,80.0698,2996.2,2996.2,NULL,2996.2
2192.1704,75.8648,2966.200000000001,2966.200000000001,NULL,2966.200000000001
2192.3228,71.3027,2967.7,2967.7,NULL,2967.7
2192.4751,68.6803,2975.4,2975.4,NULL,2975.4
2192.6277,66.23100000000001,2997.9,2997.9,NULL,2997.9
2192.78,64.6994,2987.7,2987.7,NULL,2987.7
2192.9324,64.3816,2993.1,2993.1,NULL,2993.1
2193.0847,63.9527,2984.0,2984.0,NULL,2984.0
2193.2373,64.1109,2973.7,2973.7,NULL,2973.7
2193.3896,64.4679,3014.0,3014.0,NULL,3014.0
2193.542,64.033,3025.5,3025.5,NULL,3025.5
2193.6943,64.0055,3027.7,3027.7,NULL,3027.7
2193.8467,65.0655,3021.1,3021.1,NULL,3021.1
2193.9993,71.1393,2967.5,2967.5,NULL,2967.5
2194.1516,77.2086,3031.5,3031.5,NULL,3031.5
2194.304,85.0712,2994.4,2994.4,NULL,2994.4
2194.4563,87.8163,2959.4,2959.4,NULL,2959.4
2194.6089,88.3201,2909.9,2909.9,NULL,2909.9
2194.7612,86.2347,2889.5,2889.5,NULL,2889.5
2194.9136,85.6671,2844.0,2844.0,NULL,2844.0
2195.0659,85.8101,2865.5,2865.5,NULL,2865.5
2195.2185,83.8835,2815.9,2815.9,NULL,2815.9
2195.3708,82.0922,2789.200000000001,2789.200000000001,NULL,2789.200000000001
2195.5232,79.8952,2803.4,2803.4,NULL,2803.4
2195.6755,77.2838,2810.5,2810.5,NULL,2810.5
2195.8279,71.4346,2815.2,2815.2,NULL,2815.2
2195.9805,70.0435,2837.6,2837.6,NULL,2837.6
2196.1328,74.1065,2834.4,2834.4,NULL,2834.4
2196.2852,76.8219,2851.6,2851.6,NULL,2851.6
2196.4375,77.4255,2852.3,2852.3,NULL,2852.3
2196.5901,72.8416,2851.9,2851.9,NULL,2851.9
2196.7424,71.8723,2814.0,2814.0,NULL,2814.0
2196.8948,71.8849,2774.3,2774.3,NULL,2774.3
2197.0471,72.9305,2788.0,2788.0,NULL,2788.0
2197.1997,73.0873,2757.1,2757.1,NULL,2757.1
2197.3521,76.0322,2680.2000000000007,2680.2000000000007,NULL,2680.2000000000007
2197.5044,79.0299,2662.8,2662.8,NULL,2662.8
2197.6567,83.3926,2658.2,2658.2,NULL,2658.2
2197.8091,82.3847,2645.4,2645.4,NULL,2645.4
2197.9617,83.366,2623.600000000001,2623.600000000001,NULL,2623.600000000001
2198.114,84.1841,2636.6,2636.6,NULL,2636.6
2198.2664,87.1518,2743.2,2743.2,NULL,2743.2
2198.4187,89.969,2727.6,2727.6,NULL,2727.6
2198.5713,91.525,2933.5,2933.5,NULL,2933.5
2198.7236,92.1798,2924.3,2924.3,NULL,2924.3
2198.876,89.7037,2904.9,2904.9,NULL,2904.9
2199.0283,86.7917,2895.6,2895.6,NULL,2895.6
2199.1809,84.1397,2861.9,2861.9,NULL,2861.9
2199.3333,76.863,2791.2,2791.2,NULL,2791.2
2199.4856,76.9019,2702.6,2702.6,NULL,2702.6
2199.6379,80.4761,2700.7,2700.7,NULL,2700.7
2199.7903,88.6049,2640.7,2640.7,NULL,2640.7
2199.9429,90.809,2604.5,2604.5,NULL,2604.5
2200.0952,91.4836,2627.7,2627.7,NULL,2627.7
2200.2476,87.7628,2590.2,2590.2,NULL,2590.2
2200.3999,88.2425,2455.0,2455.0,NULL,2455.0
2200.5525,85.9252,2442.3,2442.3,NULL,2442.3
2200.7048,86.0391,2467.7,2467.7,NULL,2467.7
2200.8572,87.1227,2485.5,2485.5,NULL,2485.5
2201.0095,88.6772,2530.4,2530.4,NULL,2530.4
2201.1621,92.1077,2479.1,2479.1,NULL,2479.1
2201.3145,89.655,2514.3,2514.3,NULL,2514.3
2201.4668,86.58200000000002,2539.7,2539.7,NULL,2539.7
2201.6191,85.1313,2509.0,2509.0,NULL,2509.0
2201.7715,85.1532,2601.2,2601.2,NULL,2601.2
2201.9241,86.1138,2602.7,2602.7,NULL,2602.7
2202.0764,86.0577,2570.0,2570.0,NULL,2570.0
2202.2288,87.5601,2600.8,2600.8,NULL,2600.8
2202.3811,87.0605,2660.6,2660.6,NULL,2660.6
2202.5337,84.1063,2677.1,2677.1,NULL,2677.1
2202.686,82.6176,2598.1,2598.1,NULL,2598.1
2202.8384,82.96600000000002,2576.1,2576.1,NULL,2576.1
2202.9907,82.84299999999998,2548.1,2548.1,NULL,2548.1
2203.1433,80.7453,2526.1,2526.1,NULL,2526.1
2203.2957,79.5388,2487.0,2487.0,NULL,2487.0
2203.448,80.2004,2453.3,2453.3,NULL,2453.3
2203.6003,79.2691,2412.5,2412.5,NULL,2412.5
2203.7527,81.2517,2520.1,2520.1,NULL,2520.1
2203.9053,83.1126,2524.2,2524.2,NULL,2524.2
2204.0576,87.9386,2562.8,2562.8,NULL,2562.8
2204.21,88.709,2607.1,2607.1,NULL,2607.1
2204.3623,86.2576,2707.5,2707.5,NULL,2707.5
2204.5149,85.4005,2739.8,2739.8,NULL,2739.8
2204.6672,83.6873,2674.4,2674.4,NULL,2674.4
2204.8196,83.8037,2671.9,2671.9,NULL,2671.9
2204.9719,78.6479,2619.3,2619.3,NULL,2619.3
2205.1245,73.726,2569.100000000001,2569.100000000001,NULL,2569.100000000001
2205.2769,72.6868,2539.6,2539.6,NULL,2539.6
2205.4292,73.6097,2551.3,2551.3,NULL,2551.3
2205.5815,76.9844,2581.4,2581.4,NULL,2581.4
2205.7339,80.2213,2607.5,2607.5,NULL,2607.5
2205.8865,83.0191,2641.8,2641.8,NULL,2641.8
2206.0388,86.0743,2698.7000000000007,2698.7000000000007,NULL,2698.7000000000007
2206.1912,88.2782,2693.1,2693.1,NULL,2693.1
2206.3435,88.9763,2745.9,2745.9,NULL,2745.9
2206.4961,90.0553,2729.6835942594557,2729.6835942594557,NULL,2729.6835942594557
2206.6484,86.6965,2732.9045136703953,2732.9045136703953,NULL,2732.9045136703953
2206.8008,86.0796,2726.5,2726.5,NULL,2726.5
2206.9531,81.6418,2752.200000000001,2752.200000000001,NULL,2752.200000000001
2207.1057,80.1599,2850.7,2850.7,NULL,2850.7
2207.2581,77.1583,2847.1000000000013,2847.1000000000013,NULL,2847.1000000000013
2207.4104,74.2117,2881.5,2881.5,NULL,2881.5
2207.5627,72.0085,2946.3,2946.3,NULL,2946.3
2207.7151,69.6822,2883.6,2883.6,NULL,2883.6
2207.8677,68.2459,2814.1,2814.1,NULL,2814.1
2208.02,66.2983,2777.0,2777.0,NULL,2777.0
2208.1724,64.9621,2734.7000000000007,2734.7000000000007,NULL,2734.7000000000007
2208.3247,65.05,2611.4,2611.4,NULL,2611.4
2208.4773,68.2974,2617.0,2617.0,NULL,2617.0
2208.6296,73.6434,2607.8,2607.8,NULL,2607.8
2208.782,80.9224,2538.4,2538.4,NULL,2538.4
2208.9343,84.7999,2488.100000000001,2488.100000000001,NULL,2488.100000000001
2209.0869,84.3051,2546.3,2546.3,NULL,2546.3
2209.2393,82.8335,2594.6,2594.6,NULL,2594.6
2209.3916,82.2368,2618.4,2618.4,NULL,2618.4
2209.5439,84.6807,2663.4,2663.4,NULL,2663.4
2209.6963,83.8227,2718.3,2718.3,NULL,2718.3
2209.8489,84.8898,3015.5,3015.5,NULL,3015.5
2210.0012,82.6891,3079.7,3079.7,NULL,3079.7
2210.1536,80.9235,3046.9,3046.9,NULL,3046.9
2210.3059,75.9853,3107.4,3107.4,NULL,3107.4
2210.4585,72.4269,3128.4,3128.4,NULL,3128.4
2210.6108,70.7419,3142.700000000001,3142.700000000001,NULL,3142.700000000001
2210.7632,70.0238,3250.2,3250.2,NULL,3250.2
2210.9155,68.6897,3237.5,3237.5,NULL,3237.5
2211.0681,68.6892,3192.4,3192.4,NULL,3192.4
2211.2205,67.318,2795.9,2795.9,NULL,2795.9
2211.3728,67.2613,2805.200000000001,2805.200000000001,NULL,2805.200000000001
2211.5251,69.2893,2728.5,2728.5,NULL,2728.5
2211.6775,76.8221,2691.8,2691.8,NULL,2691.8
2211.8301,83.4451,2759.5,2759.5,NULL,2759.5
2211.9824,85.5089,2755.0,2755.0,NULL,2755.0
2212.1348,85.4924,2727.6,2727.6,NULL,2727.6
2212.2871,83.6666,2728.600000000001,2728.600000000001,NULL,2728.600000000001
2212.4397,83.3945,2696.9,2696.9,NULL,2696.9
2212.592,83.7203,2748.5,2748.5,NULL,2748.5
2212.7444,87.0352,2751.1,2751.1,NULL,2751.1
2212.8967,92.2999,2770.9,2770.9,NULL,2770.9
2213.0493,93.4301,2779.4,2779.4,NULL,2779.4
2213.2017,88.2176,2812.5,2812.5,NULL,2812.5
2213.354,80.1478,2781.8,2781.8,NULL,2781.8
2213.5063,73.773,2796.2,2796.2,NULL,2796.2
2213.6587,74.1557,2808.5,2808.5,NULL,2808.5
2213.8113,75.28699999999998,2770.2,2770.2,NULL,2770.2
2213.9636,79.7589,2624.1,2624.1,NULL,2624.1
2214.116,81.9511,2638.8,2638.8,NULL,2638.8
2214.2683,80.572,2637.4,2637.4,NULL,2637.4
2214.4209,78.7049,2623.7,2623.7,NULL,2623.7
2214.5732,78.21,2642.1,2642.1,NULL,2642.1
2214.7256,82.4856,2773.4,2773.4,NULL,2773.4
2214.8779,82.5475,2816.8,2816.8,NULL,2816.8
2215.0305,78.671,2846.0,2846.0,NULL,2846.0
2215.1829,74.0263,2919.2,2919.2,NULL,2919.2
2215.3352,70.1944,2935.0,2935.0,NULL,2935.0
2215.4875,70.2845,2953.6,2953.6,NULL,2953.6
2215.6399,71.4353,3013.136027248115,3013.136027248115,NULL,3013.136027248115
2215.7925,73.3002,3060.7933422281803,3060.7933422281803,NULL,3060.7933422281803
2215.9448,74.4994,3106.22242797114,3106.22242797114,NULL,3106.22242797114
2216.0972,72.2939,3036.2385776456144,3036.2385776456144,NULL,3036.2385776456144
2216.2495,69.3945,2979.9,2979.9,NULL,2979.9
2216.4021,70.5438,2949.0,2949.0,NULL,2949.0
2216.5544,70.1802,2762.9,2762.9,NULL,2762.9
2216.7068,69.8807,2718.8,2718.8,NULL,2718.8
2216.8591,68.4018,2726.100000000001,2726.100000000001,NULL,2726.100000000001
2217.0117,72.1132,2824.6000000000013,2824.6000000000013,NULL,2824.6000000000013
2217.1641,78.1729,2820.4,2820.4,NULL,2820.4
2217.3164,81.2506,2796.1,2796.1,NULL,2796.1
2217.4688,80.3724,2748.600000000001,2748.600000000001,NULL,2748.600000000001
2217.6211,77.566,2700.8,2700.8,NULL,2700.8
2217.7737,73.5445,2644.4,2644.4,NULL,2644.4
2217.926,71.2271,2656.028167104969,2656.028167104969,NULL,2656.028167104969
2218.0784,70.1043,2696.749717436822,2696.749717436822,NULL,2696.749717436822
2218.2307,74.0709,2675.8206730852166,2675.8206730852166,NULL,2675.8206730852166
2218.3833,77.899,2656.352392093437,2656.352392093437,NULL,2656.352392093437
2218.5356,81.3943,2677.7000000000007,2677.7000000000007,NULL,2677.7000000000007
2218.688,76.8075,2658.7000000000007,2658.7000000000007,NULL,2658.7000000000007
2218.8403,76.8762,2526.2,2526.2,NULL,2526.2
2218.9929,76.5535,2536.8,2536.8,NULL,2536.8
2219.1453,79.7287,2528.6,2528.6,NULL,2528.6
2219.2976,78.548,2561.4,2561.4,NULL,2561.4
2219.45,74.7687,2575.6,2575.6,NULL,2575.6
2219.6023,79.1893,2616.2000000000007,2616.2000000000007,NULL,2616.2000000000007
2219.7549,83.1338,2832.7,2832.7,NULL,2832.7
2219.9072,88.0259,3000.0,3000.0,NULL,3000.0
2220.0596,87.1909,2696.5,2696.5,NULL,2696.5
2220.2119,82.8871,2616.9,2616.9,NULL,2616.9
2220.3645,78.2965,2604.0,2604.0,NULL,2604.0
2220.5168,72.4959,2633.9,2633.9,NULL,2633.9
2220.6692,71.0687,2539.9,2539.9,NULL,2539.9
2220.8215,73.46600000000002,2534.4,2534.4,NULL,2534.4
2220.9741,80.3504,2458.7,2458.7,NULL,2458.7
2221.1265,81.2894,2495.3,2495.3,NULL,2495.3
2221.2788,78.8539,2510.2000000000007,2510.2000000000007,NULL,2510.2000000000007
2221.4312,77.3578,2582.4,2582.4,NULL,2582.4
