depth,gr,vp_hole,vp_no_hole,vp_gardner,vp_rebuilt
2315.0049,58.87,3315.8,3315.8,NULL,3315.8
2315.1572,57.9912,3321.3,3321.3,NULL,3321.3
2315.3096,58.1473,3313.6,3313.6,NULL,3313.6
2315.4619,57.0298,3311.1000000000013,3311.1000000000013,NULL,3311.1000000000013
2315.6145,56.6115,3305.8,3305.8,NULL,3305.8
2315.7668,57.4612,3306.700000000001,3306.700000000001,NULL,3306.700000000001
2315.9192,57.7744,3314.0,3314.0,NULL,3314.0
2316.0715,58.0556,3324.7,3324.7,NULL,3324.7
2316.2241,56.8455,3342.4,3342.4,NULL,3342.4
2316.3765,57.0572,3344.8,3344.8,NULL,3344.8
2316.5288,58.1681,3344.3,3344.3,NULL,3344.3
2316.6812,58.3144,3329.7,3329.7,NULL,3329.7
2316.8335,57.8288,3310.3,3310.3,NULL,3310.3
2316.9861,57.9057,3308.4,3308.4,NULL,3308.4
2317.1384,59.1258,3299.4,3299.4,NULL,3299.4
2317.2908,61.4298,3303.3,3303.3,NULL,3303.3
2317.4431,61.4982,3307.9,3307.9,NULL,3307.9
2317.5957,60.6307,3304.0,3304.0,NULL,3304.0
2317.748,58.778,3329.4,3329.4,NULL,3329.4
2317.9004,57.2294,3331.8,3331.8,NULL,3331.8
2318.0527,57.2781,3314.1,3314.1,NULL,3314.1
2318.2051,59.6355,3326.9,3326.9,NULL,3326.9
2318.3577,61.6335,3319.700000000001,3319.700000000001,NULL,3319.700000000001
2318.51,64.0387,3319.6,3319.6,NULL,3319.6
2318.6624,62.4422,3311.4,3311.4,NULL,3311.4
2318.8147,64.2426,3312.2,3312.2,NULL,3312.2
2318.9673,63.1448,3305.8,3305.8,NULL,3305.8
2319.1196,64.3091,3301.9,3301.9,NULL,3301.9
2319.272,61.3119,3298.700000000001,3298.700000000001,NULL,3298.700000000001
2319.4243,61.2628,3301.8,3301.8,NULL,3301.8
2319.5769,60.7121,3295.700000000001,3295.700000000001,NULL,3295.700000000001
2319.7292,63.8992,3285.4,3285.4,NULL,3285.4
2319.8816,63.0612,3285.5,3285.5,NULL,3285.5
2320.0339,63.7989,3286.8,3286.8,NULL,3286.8
2320.1863,62.0741,3288.7,3288.7,NULL,3288.7
2320.3389,63.4432,3277.0,3277.0,NULL,3277.0
2320.4912,61.666000000000004,3275.9,3275.9,NULL,3275.9
2320.6436,58.5614,3265.1,3265.1,NULL,3265.1
2320.7959,58.9896,3292.9,3292.9,NULL,3292.9
2320.9485,61.556000000000004,3292.5,3292.5,NULL,3292.5
2321.1008,64.2724,3300.7,3300.7,NULL,3300.7
2321.2532,62.9297,3300.6000000000013,3300.6000000000013,NULL,3300.6000000000013
2321.4055,61.5982,3332.3,3332.3,NULL,3332.3
2321.5581,63.6018,3354.6,3354.6,NULL,3354.6
2321.7104,65.3954,3363.6,3363.6,NULL,3363.6
2321.8628,65.227,3359.2,3359.2,NULL,3359.2
2322.0151,64.9794,3294.5,3294.5,NULL,3294.5
2322.1675,63.9889,3307.1000000000013,3307.1000000000013,NULL,3307.1000000000013
2322.3201,61.1829,3239.8,3239.8,NULL,3239.8
2322.4724,60.2123,3246.0,3246.0,NULL,3246.0
2322.6248,62.0625,3225.7,3225.7,NULL,3225.7
2322.7771,65.1893,3232.7,3232.7,NULL,3232.7
2322.9297,65.6984,3209.3,3209.3,NULL,3209.3
2323.082000000001,63.7132,3234.4,3234.4,NULL,3234.4
2323.2344,63.1727,3272.3,3272.3,NULL,3272.3
2323.3867,63.9295,3227.0,3227.0,NULL,3227.0
2323.5393,66.9731,3191.8,3191.8,NULL,3191.8
2323.6917,68.2227,3164.5,3164.5,NULL,3164.5
2323.844,67.64399999999999,3088.6,3088.6,NULL,3088.6
2323.9963,65.8502,2969.4,2969.4,NULL,2969.4
2324.1487,69.878,2952.700000000001,2952.700000000001,NULL,2952.700000000001
2324.3013,74.6673,2933.1,2933.1,NULL,2933.1
2324.4536,80.8492,2980.6,2980.6,NULL,2980.6
2324.606,83.2092,3011.8,3011.8,NULL,3011.8
2324.7583,86.1949,3047.9,3047.9,NULL,3047.9
2324.9109,84.9335,3161.3,3161.3,NULL,3161.3
2325.0632,79.6387,3192.0,3192.0,NULL,3192.0
2325.2156,70.3672,3196.1,3196.1,NULL,3196.1
2325.3679,61.0146,3196.8,3196.8,NULL,3196.8
2325.5205,57.483000000000004,3216.6,3216.6,NULL,3216.6
2325.6729,56.4239,3223.5,3223.5,NULL,3223.5
2325.8252,58.3026,3133.8,3133.8,NULL,3133.8
2325.9775,60.553999999999995,2975.1,2975.1,NULL,2975.1
2326.1299,61.5712,2931.8,2931.8,NULL,2931.8
2326.2825,63.4775,2895.4,2895.4,NULL,2895.4
2326.4348,63.8204,2880.7,2880.7,NULL,2880.7
2326.5872,75.1048,2882.6,2882.6,NULL,2882.6
2326.7395,88.2043,3020.1,3020.1,NULL,3020.1
2326.8921,95.3292,3016.0,3016.0,NULL,3016.0
2327.0444,94.8676,2965.7,2965.7,NULL,2965.7
2327.1968,91.1102,2787.3,2787.3,NULL,2787.3
2327.3491,92.6588,2767.3,2767.3,NULL,2767.3
2327.5017,94.2012,2808.4,2808.4,NULL,2808.4
2327.6541,98.6674,2844.4,2844.4,NULL,2844.4
2327.8064,104.3148,3000.5,3000.5,NULL,3000.5
2327.9587,104.0777,3065.700000000001,3065.700000000001,NULL,3065.700000000001
2328.1111,100.0265,3101.3,3101.3,NULL,3101.3
2328.2637,91.1605,3123.200000000001,3123.200000000001,NULL,3123.200000000001
2328.416,84.1903,3113.3,3113.3,NULL,3113.3
2328.5684,78.1774,3119.9,3119.9,NULL,3119.9
2328.7207,71.3567,3120.4968992913005,3120.4968992913005,NULL,3120.4968992913005
2328.8733,66.8883,3139.4679431284794,3139.4679431284794,NULL,3139.4679431284794
2329.0256,63.965,3169.0411194897665,3169.0411194897665,NULL,3169.0411194897665
2329.178,63.1937,3168.4959128391324,3168.4959128391324,NULL,3168.4959128391324
2329.3303,64.0946,3178.923686564503,3178.923686564503,NULL,3178.923686564503
2329.4829,62.1077,3190.3777599087953,3190.3777599087953,NULL,3190.3777599087953
2329.6353,62.5007,3242.0858555684936,3242.0858555684936,NULL,3242.0858555684936
2329.7876,60.3265,3223.4928971406125,3223.4928971406125,NULL,3223.4928971406125
2329.9399,62.1443,3224.8880024107766,3224.8880024107766,NULL,3224.8880024107766
2330.0923,63.4732,3198.2883570207314,3198.2883570207314,NULL,3198.2883570207314
2330.2449,63.6851,3195.3912506966535,3195.3912506966535,NULL,3195.3912506966535
2330.3972,62.2831,3202.955278833374,3202.955278833374,NULL,3202.955278833374
2330.5496,61.006,3218.001817946364,3218.001817946364,NULL,3218.001817946364
2330.7019,60.614,3206.5,3206.5,NULL,3206.5
2330.8545,59.8173,3259.7,3259.7,NULL,3259.7
2331.0068,61.2268,3223.5,3223.5,NULL,3223.5
2331.1592,65.2138,3233.6,3233.6,NULL,3233.6
2331.3115,67.0036,3238.8,3238.8,NULL,3238.8
2331.4641,66.7419,3261.4,3261.4,NULL,3261.4
2331.6165,64.6012,3260.9,3260.9,NULL,3260.9
2331.7688,65.4549,3270.700000000001,3270.700000000001,NULL,3270.700000000001
2331.9211,65.9878,3271.2,3271.2,NULL,3271.2
2332.0735,67.7331,3268.200000000001,3268.200000000001,NULL,3268.200000000001
2332.2261,67.9829,3273.200000000001,3273.200000000001,NULL,3273.200000000001
2332.3784,67.2286,3253.1,3253.1,NULL,3253.1
2332.5308,65.7841,3267.9,3267.9,NULL,3267.9
2332.6831,64.8534,3223.3,3223.3,NULL,3223.3
2332.8357,63.1163,3176.3,3176.3,NULL,3176.3
2332.988,65.4003,3103.8,3103.8,NULL,3103.8
2333.1404,67.2599,3070.7,3070.7,NULL,3070.7
2333.2927,75.7005,3008.3,3008.3,NULL,3008.3
2333.4453,82.8559,3016.3,3016.3,NULL,3016.3
2333.5977,90.6371,3051.0,3051.0,NULL,3051.0
2333.75,95.5603,3162.4,3162.4,NULL,3162.4
2333.9023,92.6673,3172.9,3172.9,NULL,3172.9
2334.0547,89.6498,3200.1,3200.1,NULL,3200.1
2334.2073,78.4946,3243.0,3243.0,NULL,3243.0
2334.3596,70.5757,3243.8,3243.8,NULL,3243.8
2334.512,62.6161,3242.1000000000013,3242.1000000000013,NULL,3242.1000000000013
2334.6643,60.8686,3243.2,3243.2,NULL,3243.2
2334.8169,62.438,3255.7,3255.7,NULL,3255.7
2334.9692,64.0521,3252.4,3252.4,NULL,3252.4
2335.1216,64.7368,3239.7,3239.7,NULL,3239.7
2335.2739,65.4202,3230.5,3230.5,NULL,3230.5
2335.4265,65.1601,3199.0,3199.0,NULL,3199.0
2335.5789,65.7033,3200.200000000001,3200.200000000001,NULL,3200.200000000001
2335.7312,63.06800000000001,3186.0,3186.0,NULL,3186.0
2335.8835,61.4583,3188.4,3188.4,NULL,3188.4
2336.0359,60.6232,3181.6,3181.6,NULL,3181.6
2336.1885,60.846000000000004,3183.6000000000013,3183.6000000000013,NULL,3183.6000000000013
2336.3408,60.3955,3199.7,3199.7,NULL,3199.7
2336.4932,60.1408,3194.6,3194.6,NULL,3194.6
2336.6455,60.1183,3474.7,3474.7,NULL,3474.7
2336.7981,61.1732,3426.1,3426.1,NULL,3426.1
2336.9504,63.6327,3478.6000000000013,3478.6000000000013,NULL,3478.6000000000013
2337.1028,62.4984,3496.6,3496.6,NULL,3496.6
2337.2551,65.8536,3555.200000000001,3555.200000000001,NULL,3555.200000000001
2337.4077,63.4785,3470.8,3470.8,NULL,3470.8
2337.5601,62.4088,3396.4,3396.4,NULL,3396.4
2337.7124,59.5844,3233.5,3233.5,NULL,3233.5
2337.8647,58.9934,3213.3,3213.3,NULL,3213.3
2338.0171,60.9439,3214.8,3214.8,NULL,3214.8
2338.1697,58.7175,3215.2,3215.2,NULL,3215.2
2338.322,60.9415,3226.0,3226.0,NULL,3226.0
2338.4744,62.8193,3226.9,3226.9,NULL,3226.9
2338.6267,64.6836,3214.4,3214.4,NULL,3214.4
2338.7793,63.7869,3195.4,3195.4,NULL,3195.4
2338.9316,61.9199,3146.2,3146.2,NULL,3146.2
2339.084,63.7451,3138.2,3138.2,NULL,3138.2
2339.2363,69.3419,3125.0,3125.0,NULL,3125.0
2339.3889,77.069,3128.6,3128.6,NULL,3128.6
2339.5413,85.6287,3079.8,3079.8,NULL,3079.8
2339.6936,89.0815,2971.200000000001,2971.200000000001,NULL,2971.200000000001
2339.8459,92.7046,2983.9,2983.9,NULL,2983.9
2339.9983,95.0071,3015.5,3015.5,NULL,3015.5
2340.1509,96.4021,3012.700000000001,3012.700000000001,NULL,3012.700000000001
2340.3032,98.7491,3206.0,3206.0,NULL,3206.0
2340.4556,102.4459,3132.9,3132.9,NULL,3132.9
2340.6079,107.9137,3059.0,3059.0,NULL,3059.0
2340.7605,106.6726,3109.700000000001,3109.700000000001,NULL,3109.700000000001
2340.9128,101.1798,3078.0,3078.0,NULL,3078.0
2341.0652,92.7133,3009.0,3009.0,NULL,3009.0
2341.2175,84.1103,2948.6,2948.6,NULL,2948.6
2341.3701,77.5115,2953.1,2953.1,NULL,2953.1
2341.5225,76.878,2931.8,2931.8,NULL,2931.8
2341.6748,82.9434,2921.5,2921.5,NULL,2921.5
2341.8271,87.1721,2976.4,2976.4,NULL,2976.4
2341.9795,89.8398,2991.4,2991.4,NULL,2991.4
2342.1321,92.9368,3023.3,3023.3,NULL,3023.3
2342.2844,95.9463,3039.6,3039.6,NULL,3039.6
2342.4368,97.4686,3078.2,3078.2,NULL,3078.2
2342.5891,92.4334,3112.9,3112.9,NULL,3112.9
2342.7417,85.1317,3134.8,3134.8,NULL,3134.8
2342.894,80.0148,3165.3,3165.3,NULL,3165.3
2343.0464,77.793,3173.2,3173.2,NULL,3173.2
2343.1987,74.3219,3182.700000000001,3182.700000000001,NULL,3182.700000000001
2343.3513,69.9359,3190.3,3190.3,NULL,3190.3
2343.5037,67.0806,3256.0,3256.0,NULL,3256.0
2343.656,65.9403,3278.2,3278.2,NULL,3278.2
2343.8083,65.6577,3265.4,3265.4,NULL,3265.4
2343.9607,66.2915,3222.5,3222.5,NULL,3222.5
2344.1133,67.118,3199.2,3199.2,NULL,3199.2
2344.2656,67.9997,3188.1,3188.1,NULL,3188.1
2344.4179999999997,67.6172,3172.3,3172.3,NULL,3172.3
2344.5703,69.6117,3131.0,3131.0,NULL,3131.0
2344.7229,69.0245,3140.7,3140.7,NULL,3140.7
2344.8752,69.1734,3155.3,3155.3,NULL,3155.3
2345.0276,69.7187,3153.1,3153.1,NULL,3153.1
2345.1799,70.486,3163.9,3163.9,NULL,3163.9
2345.3325,70.4005,3211.1,3211.1,NULL,3211.1
2345.4849,68.9592,3240.1,3240.1,NULL,3240.1
2345.6372,67.2315,3141.6,3141.6,NULL,3141.6
2345.7896,65.2137,3147.6000000000013,3147.6000000000013,NULL,3147.6000000000013
2345.9419,63.766999999999996,3138.3,3138.3,NULL,3138.3
2346.0945,62.4802,3142.4,3142.4,NULL,3142.4
2346.2468,62.5434,3145.3,3145.3,NULL,3145.3
2346.3992,62.5936,3256.1,3256.1,NULL,3256.1
2346.5515,63.5925,3195.9,3195.9,NULL,3195.9
2346.7041,62.6556,3181.8,3181.8,NULL,3181.8
2346.8564,64.8482,3193.1,3193.1,NULL,3193.1
2347.0088,62.926,3187.1,3187.1,NULL,3187.1
2347.1611,63.2014,3182.9,3182.9,NULL,3182.9
2347.3137,63.0722,3154.0,3154.0,NULL,3154.0
2347.4661,64.9478,3094.6,3094.6,NULL,3094.6
2347.6184,67.5887,3064.3,3064.3,NULL,3064.3
2347.7708,64.8825,3023.7,3023.7,NULL,3023.7
2347.9231,64.7777,3747.5,3747.5,NULL,3747.5
2348.0757,63.1361,2952.9,2952.9,NULL,2952.9
2348.228,62.2467,2962.6,2962.6,NULL,2962.6
2348.3804,57.8027,3030.2,3030.2,NULL,3030.2
2348.5327,56.6795,3074.3,3074.3,NULL,3074.3
2348.6853,56.9449,3089.8,3089.8,NULL,3089.8
2348.8376,61.632,3080.1,3080.1,NULL,3080.1
2348.99,63.3752,3086.4,3086.4,NULL,3086.4
2349.1423,63.713,3108.6,3108.6,NULL,3108.6
2349.2949,60.9595,3158.6,3158.6,NULL,3158.6
2349.4473,58.5522,3181.1,3181.1,NULL,3181.1
2349.5996,57.0451,3185.9,3185.9,NULL,3185.9
2349.752,58.6436,3167.2,3167.2,NULL,3167.2
2349.9043,56.4843,3200.1,3200.1,NULL,3200.1
2350.0569,54.5652,3124.5,3124.5,NULL,3124.5
2350.2092,54.2369,3086.9,3086.9,NULL,3086.9
2350.3616,56.2116,3055.200000000001,3055.200000000001,NULL,3055.200000000001
2350.5139,59.3613,3022.8,3022.8,NULL,3022.8
2350.6665,58.8737,2994.5,2994.5,NULL,2994.5
2350.8188,59.3083,2963.8,2963.8,NULL,2963.8
2350.9712,61.5335,2898.4,2898.4,NULL,2898.4
2351.1235,70.7085,2955.9,2955.9,NULL,2955.9
2351.2759,81.72399999999998,2971.200000000001,2971.200000000001,NULL,2971.200000000001
2351.4285,91.2527,3020.5,3020.5,NULL,3020.5
2351.5808,92.902,3018.4,3018.4,NULL,3018.4
2351.7332,92.0269,2965.3,2965.3,NULL,2965.3
2351.8855,85.4848,2976.0,2976.0,NULL,2976.0
2352.0381,77.2232,3005.7,3005.7,NULL,3005.7
2352.1904,64.6856,3022.200000000001,3022.200000000001,NULL,3022.200000000001
2352.3428,60.4916,3028.700000000001,3028.700000000001,NULL,3028.700000000001
2352.4951,58.5223,3052.2,3052.2,NULL,3052.2
2352.6477,61.0045,3063.9,3063.9,NULL,3063.9
2352.8,59.3018,3040.8,3040.8,NULL,3040.8
2352.9524,59.6621,3039.0,3039.0,NULL,3039.0
2353.1047,59.0814,3047.1,3047.1,NULL,3047.1
2353.2571,59.0048,3057.0,3057.0,NULL,3057.0
2353.4097,59.1212,3062.8,3062.8,NULL,3062.8
2353.562,59.4898,3058.7,3058.7,NULL,3058.7
2353.7144,60.4352,3067.0,3067.0,NULL,3067.0
2353.8667,59.4082,3054.9,3054.9,NULL,3054.9
2354.0193,58.6809,3076.0,3076.0,NULL,3076.0
2354.1716,58.328,3069.6,3069.6,NULL,3069.6
2354.324,57.4684,3065.5,3065.5,NULL,3065.5
2354.4763,58.2877,3035.9,3035.9,NULL,3035.9
2354.6289,57.3434,3035.5,3035.5,NULL,3035.5
2354.7812,59.103,3034.6000000000013,3034.6000000000013,NULL,3034.6000000000013
2354.9336,59.9325,3043.1,3043.1,NULL,3043.1
2355.0859,61.8418,3045.9,3045.9,NULL,3045.9
2355.2383,62.5631,3055.4,3055.4,NULL,3055.4
2355.3909,61.3858,3059.9,3059.9,NULL,3059.9
2355.5432,63.1324,3062.4,3062.4,NULL,3062.4
2355.6956,61.9028,3063.5,3063.5,NULL,3063.5
2355.8479,62.6921,3059.7,3059.7,NULL,3059.7
2356.0005,58.9186,3045.2,3045.2,NULL,3045.2
2356.1528,60.1973,3046.8,3046.8,NULL,3046.8
2356.3052,60.5317,3048.0,3048.0,NULL,3048.0
2356.4575,62.2739,3048.9,3048.9,NULL,3048.9
2356.6101,61.7796,3034.9,3034.9,NULL,3034.9
2356.7625,60.477,3030.1,3030.1,NULL,3030.1
2356.9148,58.872,3012.700000000001,3012.700000000001,NULL,3012.700000000001
2357.0671,57.51,3016.1,3016.1,NULL,3016.1
2357.2195,57.4464,3001.6,3001.6,NULL,3001.6
2357.3721,59.0599,3030.1,3030.1,NULL,3030.1
2357.5244,61.7545,3053.6,3053.6,NULL,3053.6
2357.6768,62.412,3055.5,3055.5,NULL,3055.5
2357.8291,61.8404,3068.4,3068.4,NULL,3068.4
2357.9817,59.5433,3089.6,3089.6,NULL,3089.6
2358.134,60.0527,3094.9,3094.9,NULL,3094.9
2358.2864,58.5549,3095.5,3095.5,NULL,3095.5
2358.4387,57.621,3082.0,3082.0,NULL,3082.0
2358.5913,56.1157,3077.3,3077.3,NULL,3077.3
2358.7437,57.3165,3068.9,3068.9,NULL,3068.9
2358.896,56.4986,3070.3,3070.3,NULL,3070.3
2359.0483,57.7757,3053.8,3053.8,NULL,3053.8
2359.2007,57.0946,3049.0,3049.0,NULL,3049.0
2359.3533,59.5985,3052.9,3052.9,NULL,3052.9
2359.5056,58.2881,3048.8,3048.8,NULL,3048.8
2359.658,58.2981,3060.2,3060.2,NULL,3060.2
2359.8103,57.5667,3053.5,3053.5,NULL,3053.5
2359.9629,56.1545,3076.5,3076.5,NULL,3076.5
2360.1152,56.3793,3080.0,3080.0,NULL,3080.0
2360.2676,58.1841,3118.7,3118.7,NULL,3118.7
2360.4199,60.6505,3141.9,3141.9,NULL,3141.9
2360.5725,61.6583,3176.1,3176.1,NULL,3176.1
2360.7249,61.2949,3067.8,3067.8,NULL,3067.8
2360.8772,66.0325,3038.7,3038.7,NULL,3038.7
2361.0295,74.5956,2760.9,2760.9,NULL,2760.9
2361.1819,84.2121,2703.7,2703.7,NULL,2703.7
2361.3345,90.8815,2681.5,2681.5,NULL,2681.5
2361.4868,96.0944,2773.0,2773.0,NULL,2773.0
2361.6392,101.8182,2776.1,2776.1,NULL,2776.1
2361.7915,105.4857,2870.1,2870.1,NULL,2870.1
2361.9441,102.7782,2948.9,2948.9,NULL,2948.9
2362.0964,91.6403,2998.3,2998.3,NULL,2998.3
2362.2488,79.7759,3291.8,3291.8,NULL,3291.8
2362.4011,70.542,3322.1,3322.1,NULL,3322.1
2362.5537,65.2906,3314.700000000001,3314.700000000001,NULL,3314.700000000001
2362.7061,64.8329,3259.0,3259.0,NULL,3259.0
2362.8584,64.2295,3007.3,3007.3,NULL,3007.3
2363.0107,64.8225,2982.6000000000013,2982.6000000000013,NULL,2982.6000000000013
2363.1631,64.3772,3021.1,3021.1,NULL,3021.1
2363.3157,65.6746,3123.0,3123.0,NULL,3123.0
2363.468,69.3259,3142.438042884569,3142.438042884569,NULL,3142.438042884569
2363.6204,69.3062,3435.0,3435.0,NULL,3435.0
2363.7727,71.737,3335.700000000001,3335.700000000001,NULL,3335.700000000001
2363.9253,68.744,3265.9,3265.9,NULL,3265.9
2364.0776,68.2728,3248.3,3248.3,NULL,3248.3
2364.23,64.8409,3230.0,3230.0,NULL,3230.0
2364.3823,66.1562,3132.3,3132.3,NULL,3132.3
2364.5349,66.2754,3039.5,3039.5,NULL,3039.5
2364.6873,67.3441,3024.6,3024.6,NULL,3024.6
2364.8396,66.9496,2979.5,2979.5,NULL,2979.5
2364.9919,66.4271,3031.6,3031.6,NULL,3031.6
2365.1443,63.6297,3065.6,3065.6,NULL,3065.6
2365.2969,65.8385,3091.6,3091.6,NULL,3091.6
2365.4492,65.6651,3108.3,3108.3,NULL,3108.3
2365.6016,66.9557,3190.2,3190.2,NULL,3190.2
2365.7539,64.2022,3282.6,3282.6,NULL,3282.6
2365.9065,62.4176,3233.1,3233.1,NULL,3233.1
2366.0588,62.0868,3282.0,3282.0,NULL,3282.0
2366.2112,59.6544,3277.9,3277.9,NULL,3277.9
2366.3635,59.7171,3249.9,3249.9,NULL,3249.9
2366.5161,58.2005,3150.3,3150.3,NULL,3150.3
2366.6685,58.1598,3182.1000000000013,3182.1000000000013,NULL,3182.1000000000013
2366.8208,59.2232,3113.8,3113.8,NULL,3113.8
2366.9731,59.2456,3003.7,3003.7,NULL,3003.7
2367.1255,60.5772,2956.3,2956.3,NULL,2956.3
2367.2781,60.0462,2968.3,2968.3,NULL,2968.3
2367.4304,60.7636,3029.3,3029.3,NULL,3029.3
2367.5828,59.1983,3013.8,3013.8,NULL,3013.8
2367.7351,60.6285,3036.9,3036.9,NULL,3036.9
2367.8877,62.1129,3038.9,3038.9,NULL,3038.9
2368.04,64.2109,3045.2,3045.2,NULL,3045.2
2368.1924,62.4298,3051.200000000001,3051.200000000001,NULL,3051.200000000001
2368.3447,59.7882,3056.2,3056.2,NULL,3056.2
2368.4973,60.0613,3052.3,3052.3,NULL,3052.3
2368.6497,61.3859,3069.5,3069.5,NULL,3069.5
2368.802,63.659,3067.3,3067.3,NULL,3067.3
2368.9543,62.2927,3076.9,3076.9,NULL,3076.9
2369.1067,60.5761,3063.200000000001,3063.200000000001,NULL,3063.200000000001
2369.2593,60.2689,3156.7,3156.7,NULL,3156.7
2369.4116,61.2761,3004.700000000001,3004.700000000001,NULL,3004.700000000001
2369.564,63.3334,3010.5,3010.5,NULL,3010.5
2369.7163,63.7635,2990.7,2990.7,NULL,2990.7
2369.8689,63.2654,2997.3,2997.3,NULL,2997.3
2370.0212,66.37100000000001,3008.5,3008.5,NULL,3008.5
2370.1736,75.0792,3034.8,3034.8,NULL,3034.8
2370.3259,83.7041,3055.5,3055.5,NULL,3055.5
2370.4785,85.0262,3096.0,3096.0,NULL,3096.0
2370.6309,77.5238,3133.0,3133.0,NULL,3133.0
2370.7832,74.7184,3124.9,3124.9,NULL,3124.9
2370.9355,73.6463,3105.8,3105.8,NULL,3105.8
2371.0879,75.9781,3183.2,3183.2,NULL,3183.2
2371.2405,73.2147,3169.9,3169.9,NULL,3169.9
2371.3928,72.844,3163.8,3163.8,NULL,3163.8
2371.5452,69.9541,3105.9,3105.9,NULL,3105.9
2371.6975,67.3925,3120.5,3120.5,NULL,3120.5
2371.8501,64.865,3188.0,3188.0,NULL,3188.0
2372.0024,68.1259,3188.6,3188.6,NULL,3188.6
2372.1548,68.9572,3122.0,3122.0,NULL,3122.0
2372.3071,69.7092,3175.4,3175.4,NULL,3175.4
2372.4597,67.8,3110.0,3110.0,NULL,3110.0
2372.6121,68.8169,3078.3,3078.3,NULL,3078.3
2372.7644,68.6622,3060.9,3060.9,NULL,3060.9
2372.9167,69.1185,3055.6,3055.6,NULL,3055.6
2373.0691,71.5592,3080.8,3080.8,NULL,3080.8
2373.2217,74.2004,3096.200000000001,3096.200000000001,NULL,3096.200000000001
2373.374,73.3596,3138.5,3138.5,NULL,3138.5
2373.5264,71.4259,3156.9,3156.9,NULL,3156.9
2373.6787,68.9607,3143.1,3143.1,NULL,3143.1
2373.8313,68.9171,3111.7,3111.7,NULL,3111.7
2373.9836,70.7223,3066.3,3066.3,NULL,3066.3
2374.136,74.8653,3053.5,3053.5,NULL,3053.5
2374.2883,76.6292,3062.0,3062.0,NULL,3062.0
2374.4409,73.2944,3068.9,3068.9,NULL,3068.9
2374.5933,70.0221,3148.6,3148.6,NULL,3148.6
2374.7456,66.3766,3142.4,3142.4,NULL,3142.4
2374.8979,66.9427,3155.0,3155.0,NULL,3155.0
2375.0503,64.3848,3166.0,3166.0,NULL,3166.0
2375.2029,64.9802,3099.6,3099.6,NULL,3099.6
2375.3552,64.0781,3133.4,3133.4,NULL,3133.4
2375.5076,63.6417,3136.4,3136.4,NULL,3136.4
2375.6599,63.2627,3098.2,3098.2,NULL,3098.2
2375.8125,68.4308,3041.4,3041.4,NULL,3041.4
2375.9648,71.7806,3020.8,3020.8,NULL,3020.8
2376.1172,75.4887,3013.5,3013.5,NULL,3013.5
2376.2695,71.8706,3018.3,3018.3,NULL,3018.3
2376.4221,68.5865,3011.6,3011.6,NULL,3011.6
2376.5745,64.5872,3063.0,3063.0,NULL,3063.0
2376.7268,59.4597,3050.6000000000013,3050.6000000000013,NULL,3050.6000000000013
2376.8792,59.5926,3046.4,3046.4,NULL,3046.4
2377.0315,59.753,3124.1,3124.1,NULL,3124.1
2377.1841,61.4683,3144.1,3144.1,NULL,3144.1
2377.3364,61.7621,3130.9,3130.9,NULL,3130.9
2377.4888,63.7198,3101.8,3101.8,NULL,3101.8
2377.6411,65.2551,3101.4,3101.4,NULL,3101.4
2377.7937,64.7845,3097.3,3097.3,NULL,3097.3
2377.946,62.2128,3097.0,3097.0,NULL,3097.0
2378.0984,60.9965,3097.700000000001,3097.700000000001,NULL,3097.700000000001
2378.2507,59.0236,3096.9,3096.9,NULL,3096.9
2378.4033,58.9071,3118.6,3118.6,NULL,3118.6
2378.5557,58.4271,3109.4,3109.4,NULL,3109.4
2378.708,60.9404,3098.8,3098.8,NULL,3098.8
2378.8604,63.1281,3092.9,3092.9,NULL,3092.9
2379.0127,66.5994,3075.9,3075.9,NULL,3075.9
2379.1653,66.1555,3078.5,3078.5,NULL,3078.5
2379.3176,63.9678,3109.2,3109.2,NULL,3109.2
2379.47,62.1455,3106.7,3106.7,NULL,3106.7
2379.6223,61.5415,3090.7,3090.7,NULL,3090.7
2379.7749,62.8824,3085.4,3085.4,NULL,3085.4
2379.9272,64.5549,3066.2,3066.2,NULL,3066.2
2380.0796,65.672,3046.1,3046.1,NULL,3046.1
2380.2319,62.9771,3048.3,3048.3,NULL,3048.3
2380.3845,63.7246,3045.2,3045.2,NULL,3045.2
2380.5369,62.9231,3013.4,3013.4,NULL,3013.4
2380.6892,66.3183,3010.5,3010.5,NULL,3010.5
2380.8416,64.4742,3018.0,3018.0,NULL,3018.0
2380.9939,65.28699999999999,3043.200000000001,3043.200000000001,NULL,3043.200000000001
2381.1465,63.2173,3040.4,3040.4,NULL,3040.4
2381.2988,62.9546,3047.200000000001,3047.200000000001,NULL,3047.200000000001
2381.4512,62.5076,3043.1,3043.1,NULL,3043.1
2381.6035,62.251999999999995,3045.9,3045.9,NULL,3045.9
2381.7561,61.5571,3082.2,3082.2,NULL,3082.2
2381.9084,62.3181,3099.6,3099.6,NULL,3099.6
2382.0608,62.5179,3102.6,3102.6,NULL,3102.6
2382.2131,63.9731,3114.3,3114.3,NULL,3114.3
2382.3655,62.7829,3115.9,3115.9,NULL,3115.9
2382.5181,61.7851,3113.6,3113.6,NULL,3113.6
2382.6704,62.405,3105.5,3105.5,NULL,3105.5
2382.8228,64.882,3074.8,3074.8,NULL,3074.8
2382.9751,68.8794,3051.6,3051.6,NULL,3051.6
