1.60100,10.32600
1.60150,10.26400
1.60200,10.24900
1.60400,10.18000
1.60800,10.26100
1.60900,10.28700
1.61000,10.25700
1.61300,10.04200
1.61500,9.73200
1.61700,9.50200
1.61750,9.49400
1.61900,9.43700
1.62100,9.56700
1.62150,9.59400
1.62300,9.88100
1.62500,10.06900
1.62700,10.11100
1.62900,10.03800
1.63100,9.85100
1.63400,9.77400
1.63600,9.80800
1.63700,9.85100
1.63900,9.90800
1.64000,9.96900
1.64100,10.03400
1.64400,10.14200
1.64500,10.22600
1.64550,10.28400
1.64800,10.41000
1.65000,10.41800
1.65200,10.34500
1.65250,10.29500
1.65400,10.04600
1.65700,9.77400
1.65800,9.72000
1.65900,9.67800
1.66100,9.78200
1.66200,9.88100
1.66300,9.98500
1.66500,10.16100
1.66600,10.28000
1.66700,10.32200
1.66750,10.37200
1.66800,10.33300
1.67100,10.16900
1.67400,9.98500
1.67600,9.98900
1.67700,10.02300
1.68000,10.18000
1.68200,10.20700
1.68300,10.19500
1.68600,10.08800
1.69000,9.98500
1.69100,9.96600
1.69300,9.88100
1.69500,9.65900
1.69900,9.33700
1.70100,9.31800
1.70400,9.34900
1.70600,9.36800
1.71000,9.23400
1.71200,9.26400
1.71300,9.33300
1.71500,9.46700
1.71600,9.56300
1.71700,9.90800
1.71900,10.05400
1.72000,10.16100
1.72100,10.23800
1.72300,10.29100
1.72500,10.26800
1.72700,10.32900
1.72800,10.36800
1.72900,10.47900
1.73000,10.72800
1.73300,11.07700
1.73500,11.23000
1.73600,11.21100
1.73700,11.17600
1.73900,10.91600
1.74100,10.65100
1.74200,10.42100
1.74400,10.24900
1.74500,10.26100
1.74700,10.32200
1.74800,10.44800
1.75000,10.55600
1.75200,10.57900
1.75250,10.58200
1.75500,10.48700
1.75550,10.46000
1.75600,10.39500
1.75900,10.34500
1.76000,10.37200
1.76200,10.41400
1.76300,10.41400
1.76500,10.39800
1.76800,10.33300
1.77000,10.25700
1.77200,10.21800
1.77400,10.14600
1.77500,10.07700
1.77700,9.98500
1.78100,9.68600
1.78800,9.01500
1.79100,8.92000
1.79200,8.93100
1.79300,8.97300
1.79500,9.05000
1.79600,9.13400
1.79900,9.19900
